"url","name","address","city","cap","region","state","country","latitude","longitude","type"
"https://www.informazione-aziende.it/Azienda_FARMACIA-DI-ESINE-SRL","Farmacia Di Esine S.r.l.","VIA ALESSANDRO MANZONI\, 24\, 25040\, Esine\, Brescia","Esine",25040,"Brescia","Lombardia","Italia",45.92483,10.25533,1
"https://www.informazione-aziende.it/Azienda_CESARE-VAIANI-SRL","Cesare Vaiani Srl","VIA ALDO MORO\, SNC\, 27018\, Vidigulfo\, Pavia","Vidigulfo",27018,"Pavia","Lombardia","Italia",45.29065,9.23743,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-LAMIRANDA-SRL","Farmacia Lamiranda S.r.l.","VIA FRANCESCO PETRARCA\, 111\, 20099\, Sesto San Giovanni\, Milano","Sesto San Giovanni",20099,"Milano","Lombardia","Italia",45.54416,9.2376,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-FUENTES-SRL","Farmacia Fuentes S.r.l.","VIA LA ROSA\, 354\, 23010\, Piantedo\, Sondrio","Piantedo",23010,"Sondrio","Lombardia","Italia",46.13875,9.418,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-SANTA-RITA-SRL-F3FBE","Farmacia Santa Rita S.r.l.","VIA CAPRERA\, 20\, 21046\, Malnate\, Varese","Malnate",21046,"Varese","Lombardia","Italia",45.79076,8.87871,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-CAVALLARI-SRL-UNIPERSONALE","\"farmacia Cavallari S.r.l.\" - Unipersonale","VIA CAVALLARI\, 31\, 23030\, Castello Dell'acqua\, Sondrio","Castello Dell'acqua",23030,"Sondrio","Lombardia","Italia",46.15364,10.03204,1
"https://www.informazione-aziende.it/Azienda_MONTAGNA-SERVIZI-SRL","Montagna Servizi S.r.l.","VIA PIAZZA\, 19\, 23020\, Montagna In Valtellina\, Sondrio","Montagna In Valtellina",23020,"Sondrio","Lombardia","Italia",46.17942,9.90422,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-SAN-GIORGIO-SRL-5BEE0","Farmacia San Giorgio S.r.l.","PIAZZA MAZZINI\, 23\, 20010\, San Giorgio Su Legnano\, Milano","San Giorgio Su Legnano",20010,"Milano","Lombardia","Italia",45.57509,8.91279,1
"https://www.informazione-aziende.it/Azienda_GESTIONE-SERVIZI-COMUNALI-COLERE-SRL","Gestione Servizi Comunali Colere S.r.l.","VIA SANT'ANTONINO\, 3\, 24122\, Bergamo\, Bergamo","Bergamo",24122,"Bergamo","Lombardia","Italia",45.69329,9.66195,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-TRIBULINA-SRL","Farmacia Tribulina S.r.l.","PIAZZA GIOVANNI XXIII\, 10\, 24020\, Scanzorosciate\, Bergamo","Scanzorosciate",24020,"Bergamo","Lombardia","Italia",45.71499,9.77353,1
"https://www.informazione-aziende.it/Azienda_CONI-ZUGNA-FARMA-SRL","Coni Zugna Farma S.r.l.","VIA MONTE NAPOLEONE\, 29\, 20121\, Milano\, Milano","Milano",20121,"Milano","Lombardia","Italia",45.4699,9.19293,1
"https://www.informazione-aziende.it/Azienda_CREMONA-FARMA-SRL","Cremona Farma S.r.l.","VIA OGLIO\, 5\, 26100\, Cremona\, Cremona","Cremona",26100,"Cremona","Lombardia","Italia",45.13199,10.00971,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-TINTI-SRL","Farmacia Tinti S.r.l.","PIAZZA VITTORIO EMANUELE II\, 43\, 25034\, Orzinuovi\, Brescia","Orzinuovi",25034,"Brescia","Lombardia","Italia",45.40213,9.92436,1
"https://www.informazione-aziende.it/Azienda_MARTIN-PHARMA-SRL","Martin Pharma S.r.l.","VIA GENALA\, 48\, 26015\, Soresina\, Cremona","Soresina",26015,"Cremona","Lombardia","Italia",45.28715,9.85484,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-ITRIA-SRL","Farmacia Itria S.r.l.","VIA DISCIPLINI\, 7\, 20123\, Milano\, Milano","Milano",20123,"Milano","Lombardia","Italia",45.45799,9.18607,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-FILIPPI-DRSSA-FRANCESCA-SRL","Farmacia Filippi Dr.ssa Francesca S.r.l.","CORSO BARTESAGHI\, 1\, 22036\, Erba\, Como","Erba",22036,"Como","Lombardia","Italia",45.81027,9.21862,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-COMUNALE-DI-GUSSAGO","Farmacia Comunale Di Gussago","VIA PERACCHIA\, 3\, 25064\, Gussago\, Brescia","Gussago",25064,"Brescia","Lombardia","Italia",45.59232,10.1534,1
"https://www.informazione-aziende.it/Azienda_PIURO-FARMACIA-SRL","Piuro Farmacia S.r.l.","VIA NAZIONALE\, 5\, 23020\, Piuro\, Sondrio","Piuro",23020,"Sondrio","Lombardia","Italia",46.32847,9.43349,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-NUOVA-SRL-FB4DF","Farmacia Nuova  S.r.l.","VIA PREMOLI\, 18\, 26815\, Massalengo\, Lodi","Massalengo",26815,"Lodi","Lombardia","Italia",45.26274,9.48897,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-DEL-SANTUARIO-SRL","Farmacia Del Santuario S.r.l.","VIA PROVINCIALE\, 9\, 24050\, Ghisalba\, Bergamo","Ghisalba",24050,"Bergamo","Lombardia","Italia",45.59581,9.75656,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-COMUNALE-DI-VANZAGO-SRL","Farmacia Comunale Di Vanzago S.r.l.","VIA SANTA ISAIA\, 5\, 20010\, Vanzago\, Milano","Vanzago",20010,"Milano","Lombardia","Italia",45.50828,8.9761,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-DRSSA-DEL-PONTE-RAFFAELLA-SRL","Farmacia Dr.ssa Del Ponte Raffaella S.r.l.","VIA ROMA\, 53/C\, 24010\, Olmo Al Brembo\, Bergamo","Olmo Al Brembo",24010,"Bergamo","Lombardia","Italia",45.9695,9.64875,1
"https://www.informazione-aziende.it/Azienda_FAO-SRL","Fao S.r.l.","VIA MONTANELLI\, 2\, 24020\, Ardesio\, Bergamo","Ardesio",24020,"Bergamo","Lombardia","Italia",45.93676,9.93152,1
"https://www.informazione-aziende.it/Azienda_SIGRA-SRL-FEADD","Sigra S.r.l.","VIA VITRUVIO\, 11\, 20124\, Milano\, Milano","Milano",20124,"Milano","Lombardia","Italia",45.48108,9.2089,1
"https://www.informazione-aziende.it/Azienda_GONZAGA-SERVIZI-SRL-01FB6","Gonzaga Servizi S.r.l.","VIALE GIOVANNI XXIII\, 45/5-6\, 46023\, Gonzaga\, Mantova","Gonzaga",46023,"Mantova","Lombardia","Italia",44.97176,10.77724,1
"https://www.informazione-aziende.it/Azienda_POGGIRIDENTI-SERVIZI-COMUNALI-SRL","Poggiridenti Servizi Comunali S.r.l.","VIA STELVIO\, 25\, 23020\, Poggiridenti\, Sondrio","Poggiridenti",23020,"Sondrio","Lombardia","Italia",46.16955,9.92249,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-NUOVA-SRL-598D8","Farmacia Nuova S.r.l.","VIA MOLINO ARESE\, 66\, 20811\, Cesano Maderno\, Monza E Brianza","Cesano Maderno",20811,"Monza E Brianza","Lombardia","Italia",45.63098,9.17098,1
"https://www.informazione-aziende.it/Azienda_ORTOPEDIA-LEONE-SRL","Ortopedia Leone S.r.l.","VIA SISMONDI GIAN CARLO\, 44\, 20133\, Milano\, Milano","Milano",20133,"Milano","Lombardia","Italia",45.4655,9.23055,1
"https://www.informazione-aziende.it/Azienda_FARMACIA-COMUNALE-BUBBIANO-SRL-A-SOCIO-UNICO","Farmacia Comunale Bubbiano S.r.l. A Socio Unico","PIAZZA VITTORIO VENETO\, SNC\, 20080\, Bubbiano\, Milano","Bubbiano",20080,"Milano","Lombardia","Italia",45.32742,9.01515,1
